species,origin,plot,pos,id,birth_year,observation_year,distance_A,distance_B,survival,size_tillers,flowering_tillers,spikelets_A,spikelets_B,spikelets_C,notes
POSY,R,1,276,1_276,2013,2024,2.776,2.133,0,,,,,,
POSY,O21,1,4,1_orig21-4,2021,2024,2.098,0.873,0,,,,,,
POSY,O21,1,3,1_orig21-3,2021,2024,0.993,2.017,0,,,,,,
POSY,R,1,835,1_835,2022,2024,3.571,3.786,1,14,1,49,,,
POSY,R,1,836,1_836,2022,2024,3.228,3.758,1,6,1,108,,,
POSY,R,1,837,1_837,2022,2024,3.173,3.705,1,5,2,42,39,,
POSY,R,1,838,1_838,2022,2024,2.936,3.316,0,,,,,,
POSY,R,1,843,1_843,2022,2024,3.087,3.855,1,5,2,17,33,,
POSY,R,1,844,1_844,2022,2024,2.831,3.777,1,5,1,77,,,
POSY,R,1,845,1_845,2022,2024,2.662,3.691,0,,,,,,
POSY,R,1,846,1_846,2022,2024,2.707,3.64,1,17,3,44,57,46,
POSY,R,1,847,1_847,2022,2024,2.659,3.39,0,,,,,,
POSY,R,1,848,1_848,2022,2024,2.729,3.239,1,3,1,55,,,
POSY,R,1,849,1_849,2022,2024,2.831,3.427,1,6,1,86,,,
POSY,R,1,850,1_850,2022,2024,3.064,2.09,1,1,0,,,,
POSY,R,1,853,1_853,2022,2024,2.641,1.965,1,2,1,56,,,
POSY,R,1,857,1_857,2022,2024,2.611,1.948,0,,,,,,
POSY,R,1,862,1_862,2023,2024,1.566,2.434,1,9,0,,,,
POSY,R,1,863,863,2023,2024,2.801,3.477,0,,,,,,
POSY,R,1,864,864,2023,2024,3.162,3.79,1,7,2,64,71,,
POSY,R,1,865,865,2023,2024,3.438,3.673,1,5,1,62,,,
POSY,R,1,866,866,2023,2024,3.451,3.665,1,7,0,,,,
POSY,R,1,867,867,2023,2024,3.393,3.6,1,3,0,,,,
POSY,R,1,868,868,2023,2024,3.121,2.118,0,,,,,,
POSY,R,1,869,869,2023,2024,1.764,1.408,0,,,,,,
POSY,R,1,870,870,2024,2024,2.197,3.065,1,1,0,,,,
POSY,R,1,871,871,2024,2024,2.949,3.743,1,1,0,,,,
POSY,R,1,872,872,2024,2024,3.13,4.003,1,1,0,,,,
POSY,R,1,873,873,2024,2024,2.984,3.543,1,1,0,,,,
POSY,R,1,874,874,2024,2024,3.387,3.535,1,1,0,,,,
POSY,R,5,309,5_309,2013,2024,,,0,,,,,,tag not found 2023 or 2024 - SZ/
POSY,R,5,363,5_363,2013,2024,2.485,0.0706,0,,,,,,
POSY,R,5,518,5_518,2014,2024,1.603,1.377,0,,,,,,
POSY,R,5,926,5_926,2019,2024,1.59,1.481,0,,,,,,
POSY,R,5,959,5_959,2020,2024,2.3,0.692,0,,,,,,
POSY,O21,5,4,5_orig21-4,2021,2024,2.431,2.767,0,,,,,,
POSY,R,5,1003,5_1003,2022,2024,2.326,2.463,0,,,,,,
POSY,R,5,1008,5_1008,2022,2024,1.081,2.381,0,,,,,,
POSY,R,5,1010,5_1010,2023,2024,1.615,2.35,0,,,,,,
POSY,R,5,1011,5_1011,2023,2024,1.533,2.297,0,,,,,,
POSY,R,5,1012,5_1012,2023,2024,1.455,2.558,1,1,0,,,,
POSY,O21,6,3,6_orig21-3,2021,2024,2.237,0.979,1,1,0,,,,
POSY,R,7,276,7_276,2022,2024,,,0,,,,,,
POSY,O21,12,1,12_orig21-1,2021,2024,3.054,2.371,0,,,,,,
POSY,O21,12,4,12_orig21-4,2021,2024,2.251,2.881,0,,,,,,
POSY,O21,13,3,13_orig21-3,2021,2024,0.606,2.121,1,6,1,72,,,
POSY,R,13,508,13_508,2022,2024,1.819,2.257,1,16,3,103,114,62,
POSY,R,13,511,13_511,2023,2024,2.321,2.413,1,3,2,59,133,,Adult plant - previous year recruit missed - 2024 recruits would start here
POSY,R,13,512,13_512,2024,2024,2.416,1.52,1,1,0,,,,
POSY,R,13,513,13_513,2024,2024,1.009,2.02,1,1,0,,,,
POSY,O21,14,5,14_orig21-5,2021,2024,1.008,1.755,0,,,,,,
POSY,O21,14,2,14_orig21-2,2021,2024,2.825,1.753,1,4,0,,,,
POSY,R,14,502,14_502,2023,2024,2.906,2.418,1,1,0,,,,
POSY,R,18,219,18_219,2017,2024,,,0,,,,,,tag not found 2023 or 2024 - SZ/
POSY,R,18,255,18_255,2022,2024,2.752,1.153,0,,,,,,
POSY,R,18,258,18_258,2022,2024,2.875,0.889,1,2,0,,,,
POSY,R,18,260,18_260,2023,2024,2.599,0.898,0,,,,,,
POSY,R,18,261,261,2023,2024,2.907,1.285,1,3,0,,,,
POSY,R,20,104,20_104,2010,2024,2.099,2.21,1,2,0,,,,
POSY,O21,20,1,20_orig21-1,2021,2024,2.359,0.555,0,,,,,,
POSY,R,20,496,20_496,2022,2024,3.122,3.044,0,,,,,,
POSY,R,20,502,20_502,2023,2024,1.975,1.185,0,,,,,,
POSY,R,20,503,503,2023,2024,1.774,0.794,0,,,,,,
POSY,R,20,504,504,2023,2024,1.871,0.932,0,,,,,,
POSY,R,20,505,505,2023,2024,2.171,0.808,0,,,,,,
POSY,R,20,506,506,2023,2024,2.114,0.691,0,,,,,,
POSY,R,20,507,507,2023,2024,2.095,0.672,0,,,,,,
POSY,R,20,508,508,2023,2024,2.233,0.0641,0,,,,,,
POSY,R,20,509,509,2023,2024,2.321,0.562,0,,,,,,
POSY,R,20,510,510,2023,2024,2.654,0.233,0,,,,,,
POSY,R,20,511,511,2024,2024,2.616,2.014,1,1,0,,,,
POSY,R,20,512,512,2024,2024,2.637,2.056,1,1,0,,,,
